"","game_date","game_name","team_name","opp_team_name","team_venue","player_name","period","situation_type","event_type","event_successful","event_time","x_event","y_event","receiver_name","receiver_x","receiver_y","shot_type","goal","goal_predictions"
"4681","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Stefan Elliott",2,"5 on 5","Shot","f",520,133,67,"",NA,NA,"Slapshot",0,0.00789157314533385
"4682","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Mason Raymond",2,"5 on 5","Shot","f",514,169,55,"",NA,NA,"Wristshot",0,0.0248459082848468
"4687","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Rene Bourque",2,"5 on 5","Shot","f",493,171,42,"",NA,NA,"Snapshot",0,0.0566549445737062
"4706","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Jakub Nakladal",2,"5 on 4","Shot","f",429,129,48,"",NA,NA,"Snapshot",0,0.00566135331738942
"4712","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Jakub Nakladal",2,"5 on 4","Shot","f",410,138,42,"",NA,NA,"Slapshot",0,0.00970815509418626
"4716","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Martin Erat",2,"5 on 4","Shot","f",399,160,58,"",NA,NA,"Snapshot",0,0.0327032768193922
"4719","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Martin Ruzicka",2,"5 on 4","Shot","f",383,170,43,"",NA,NA,"Wristshot",0,0.0253647871704248
"4724","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Vojtek Mozik",2,"5 on 4","Shot","f",370,129,42,"",NA,NA,"Slapshot",0,0.00586036351181308
"4746","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Ondrej Nemec",2,"5 on 5","Shot","f",290,146,37,"",NA,NA,"Snapshot",0,0.0142024675474646
"4751","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Marc-Andre Gragnani",2,"5 on 5","Shot","f",269,170,22,"",NA,NA,"Snapshot",0,0.0507951500143392
"4769","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Mat Robinson",2,"5 on 4","Shot","f",217,147,14,"",NA,NA,"Slapshot",0,0.0147915169433637
"4773","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Linden Vey",2,"5 on 4","Shot","f",205,161,58,"",NA,NA,"Snapshot",0,0.0345390435405679
"4786","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Chris Lee",2,"5 on 3","Shot","f",156,160,59,"",NA,NA,"Slapshot",0,0.0345001748657354
"4797","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Linden Vey",2,"5 on 4","Shot","f",129,175,18,"",NA,NA,"Slapshot",0,0.0688419560709171
"4801","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Derek Roy",2,"5 on 4","Shot","f",115,147,34,"",NA,NA,"Wristshot",0,0.00686094466340035
"4808","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Mat Robinson",2,"5 on 4","Shot","f",68,134,34,"",NA,NA,"Wristshot",0,0.00330266607424659
"4830","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Michal Birner",3,"5 on 5","Shot","f",1176,149,37,"",NA,NA,"Wristshot",0,0.00774319422121939
"4847","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Marc-Andre Gragnani",3,"5 on 5","Shot","f",1102,130,4,"",NA,NA,"Wristshot",0,0.00241398303591328
"4848","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Andrew Ebbett",3,"5 on 5","Shot","f",1101,180,44,"",NA,NA,"Snapshot",0,0.0912941583486353
"4853","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Mason Raymond",3,"5 on 5","Shot","f",1081,140,33,"",NA,NA,"Snapshot",0,0.0100419136026945
"4865","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Jiri Sekac",3,"5 on 5","Shot","f",1013,166,63,"",NA,NA,"Wristshot",0,0.0215434583453559
"4866","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Petr Koukal",3,"5 on 5","Shot","f",1011,181,47,"",NA,NA,"Snapshot",0,0.0968617031411451
"4867","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Tomas Kundratek",3,"5 on 5","Shot","f",1007,149,61,"",NA,NA,"Wristshot",0,0.00830514488166494
"4879","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Ondrej Nemec",3,"5 on 5","Shot","f",962,152,81,"",NA,NA,"Wristshot",0,0.0104139558618355
"4883","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Ondrej Nemec",3,"5 on 5","Shot","f",950,131,65,"",NA,NA,"Wristshot",0,0.00305463987195728
"4891","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Andrew Ebbett",3,"5 on 5","Shot","f",920,153,36,"",NA,NA,"Fan",0,3.5689241509914e-09
"4901","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Tomas Kundratek",3,"5 on 5","Shot","f",863,147,71,"",NA,NA,"Wristshot",0,0.00764414588460215
"4910","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Adam Polasek",3,"5 on 5","Shot","f",837,133,11,"",NA,NA,"Snapshot",0,0.0063606747119991
"4912","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Adam Polasek",3,"5 on 5","Shot","f",833,131,81,"",NA,NA,"Snapshot",0,0.00697604437521908
"4924","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Mat Robinson",3,"5 on 5","Shot","f",781,152,82,"",NA,NA,"Snapshot",0,0.0225652482999362
"4925","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Eric O'Dell",3,"5 on 5","Shot","f",781,175,50,"",NA,NA,"Deflection",0,0.13329342092622
"4926","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Eric O'Dell",3,"5 on 5","Shot","f",778,184,31,"",NA,NA,"Snapshot",0,0.108115918702783
"4938","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Brandon Kozun",3,"5 on 5","Shot","f",729,185,53,"",NA,NA,"Snapshot",0,0.12037586012456
"4939","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Cody Goloubef",3,"5 on 5","Shot","f",725,171,2,"",NA,NA,"Snapshot",0,0.0506823768616282
"4958","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Gilbert Brule",3,"5 on 5","Shot","f",673,162,63,"",NA,NA,"Slapshot",0,0.0389076046084949
"5002","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Ondrej Nemec",3,"5 on 5","Shot","f",535,148,17,"",NA,NA,"Slapshot",0,0.0157745627896242
"5005","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Michal Jordan",3,"5 on 5","Shot","f",524,131,33,"",NA,NA,"Wristshot",0,0.00278087718526495
"5016","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Tomas Kundratek",3,"5 on 5","Shot","f",486,132,84,"",NA,NA,"Snapshot",0,0.00744359743307178
"5021","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Jiri Sekac",3,"5 on 5","Shot","f",472,157,42,"",NA,NA,"Wristshot",0,0.012293247216454
"5027","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Marc-Andre Gragnani",3,"5 on 5","Shot","f",453,148,79,"",NA,NA,"Wristshot",0,0.00827600513600403
"5036","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Chris Lee",3,"5 on 5","Shot","f",423,164,80,"",NA,NA,"Snapshot",0,0.0432630608051087
"5072","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Andrew Ebbett",3,"5 on 4","Shot","f",292,185,44,"",NA,NA,"Wristshot",0,0.0574303151410573
"5073","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Andrew Ebbett",3,"5 on 4","Shot","f",291,184,41,"",NA,NA,"Snapshot",0,0.110986473462681
"5077","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Maxim Noreau",3,"5 on 4","Shot","f",287,132,5,"",NA,NA,"Slapshot",0,0.0062245771677775
"5107","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Chris Lee",3,"5 on 5","Shot","f",152,131,15,"",NA,NA,"Wristshot",0,0.00263778447232051
"5130","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Andrew Ebbett",3,"5 on 5","Shot","f",89,138,32,"",NA,NA,"Wristshot",0,0.00411274329692343
"5138","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Jiri Sekac",3,"5 on 5","Shot","f",67,160,25,"",NA,NA,"Wristshot",0,0.0138323097229945
"5142","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Tomas Kundratek",3,"5 on 5","Shot","f",58,143,68,"",NA,NA,"Slapshot",0,0.0138442168566628
"5155","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Rob Klinkhammer",3,"5 on 5","Shot","f",15,169,80,"",NA,NA,"Wristshot",0,0.0266921159928973
"5163","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Derek Roy",4,"3 on 3","Shot","f",284,157,22,"",NA,NA,"Wristshot",0,0.0115987443287757
"5177","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Lukas Radil",4,"3 on 3","Shot","f",212,184,39,"",NA,NA,"Wristshot",0,0.053693918463659
"5184","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Roman Horak",4,"3 on 3","Shot","f",162,159,38,"",NA,NA,"Wristshot",0,0.0135854477603148
"5188","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Derek Roy",4,"3 on 3","Shot","f",126,165,39,"",NA,NA,"Wristshot",0,0.0190202748207627
"5193","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Roman Cervenka",4,"3 on 3","Shot","f",112,169,53,"",NA,NA,"Wristshot",0,0.024703706202614
"5195","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Derek Roy",4,"3 on 3","Shot","f",101,154,29,"",NA,NA,"Slapshot",0,0.0227749844804425
"5202","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Mat Robinson",4,"3 on 3","Shot","f",82,176,43,"",NA,NA,"Fan",0,1.33658472111152e-08
"5206","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Rene Bourque",4,"3 on 3","Shot","f",76,169,31,"",NA,NA,"Wristshot",0,0.0231909332518038
"5208","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Canada","Olympic (Men) - Czech Republic","home","Chay Genoway",4,"3 on 3","Shot","f",70,185,48,"",NA,NA,"Wristshot",0,0.058070845848166
"5215","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Michal Birner",4,"3 on 3","Shot","f",42,175,27,"",NA,NA,"Wristshot",0,0.0318850792718062
"5219","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Roman Horak",4,"3 on 3","Shot","f",26,180,58,"",NA,NA,"Wristshot",0,0.0456767989245504
"5222","2/16/2018","2018-02-16 - Czech Republic at Canada","Olympic (Men) - Czech Republic","Olympic (Men) - Canada","away","Jiri Sekac",4,"3 on 3","Shot","f",7,186,35,"",NA,NA,"Wristshot",0,0.0590776416394484
"5236","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Maxim Noreau",1,"5 on 5","Shot","f",1162,133,26,"",NA,NA,"Snapshot",0,0.00664582977704502
"5242","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Young Jun Lee",1,"5 on 5","Shot","f",1145,135,17,"",NA,NA,"Snapshot",0,0.00724225885780982
"5248","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Hyon Ho Oh",1,"5 on 5","Shot","f",1133,127,78,"",NA,NA,"Snapshot",0,0.00552374525176981
"5253","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Linden Vey",1,"5 on 5","Shot","f",1113,173,25,"",NA,NA,"Wristshot",0,0.0284117939475268
"5254","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Marc-Andre Gragnani",1,"5 on 5","Shot","f",1112,174,31,"",NA,NA,"Snapshot",0,0.064447908779567
"5255","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Wojtek Wolski",1,"5 on 5","Shot","f",1111,174,36,"",NA,NA,"Wristshot",0,0.030971034800056
"5260","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Christian Thomas",1,"5 on 5","Shot","f",1103,146,71,"",NA,NA,"Slapshot",0,0.0165029721801362
"5262","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Wojtek Wolski",1,"5 on 5","Shot","f",1092,154,66,"",NA,NA,"Snapshot",0,0.0240664449465372
"5267","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Chris Lee",1,"5 on 5","Shot","f",1081,127,18,"",NA,NA,"Snapshot",0,0.00463382241925293
"5278","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Maxim Noreau",1,"5 on 5","Shot","f",1049,125,35,"",NA,NA,"Snapshot",0,0.00435212113295262
"5282","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Yeong Jun Seo",1,"5 on 5","Shot","f",1037,135,59,"",NA,NA,"Snapshot",0,0.00818725556995251
"5283","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Gilbert Brule",1,"5 on 5","Shot","f",1031,155,63,"",NA,NA,"Slapshot",0,0.0265327601691676
"5285","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Chay Genoway",1,"5 on 5","Shot","f",1028,148,78,"",NA,NA,"Slapshot",0,0.0188179836642415
"5291","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Gilbert Brule",1,"5 on 5","Shot","f",1004,184,45,"",NA,NA,"Wrap Around",0,7.80246841429164e-09
"5297","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Chay Genoway",1,"5 on 5","Shot","f",980,145,72,"",NA,NA,"Snapshot",0,0.01486818549235
"5316","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Mat Robinson",1,"5 on 5","Shot","f",917,139,71,"",NA,NA,"Slapshot",0,0.0111712542627132
"5320","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Linden Vey",1,"5 on 5","Shot","f",908,168,47,"",NA,NA,"Snapshot",0,0.0489259950615892
"5342","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Don Ku Lee",1,"5 on 5","Shot","f",844,135,9,"",NA,NA,"Snapshot",0,0.00707494177777542
"5343","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Mike Testwuide",1,"5 on 5","Shot","f",844,160,31,"",NA,NA,"Deflection",0,0.058646988371175
"5350","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Cody Goloubef",1,"5 on 5","Shot","f",812,169,58,"",NA,NA,"Snapshot",0,0.0532318466109471
"5367","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Rob Klinkhammer",1,"5 on 5","Shot","f",762,154,60,"",NA,NA,"Snapshot",0,0.0236552006934105
"5374","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Christian Thomas",1,"5 on 5","Shot","t",745,154,32,"",NA,NA,"Snapshot",1,0.0218250225517118
"5391","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Derek Roy",1,"5 on 5","Shot","f",706,129,4,"",NA,NA,"Snapshot",0,0.0049771987226302
"5396","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Maxim Lapierre",1,"5 on 5","Shot","f",692,143,3,"",NA,NA,"Wristshot",0,0.00500494403012826
"5422","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Wojtek Wolski",1,"5 on 5","Shot","f",609,149,33,"",NA,NA,"Snapshot",0,0.0165894081289763
"5434","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Marc-Andre Gragnani",1,"5 on 5","Shot","f",560,131,9,"",NA,NA,"Snapshot",0,0.0056515665146178
"5437","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Brock Radunske",1,"5 on 5","Shot","f",552,154,55,"",NA,NA,"Wristshot",0,0.0107970834175765
"5446","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Jin Hui Ahn",1,"5 on 5","Shot","f",521,122,36,"",NA,NA,"Wristshot",0,0.00168886495932675
"5450","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Rene Bourque",1,"5 on 5","Shot","f",507,171,77,"",NA,NA,"Snapshot",0,0.0624177626048773
"5455","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - Canada","Olympic (Men) - South Korea","home","Chris Lee",1,"5 on 5","Shot","f",488,163,66,"",NA,NA,"Wristshot",0,0.0184038527067135
"5466","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Sang Woo Shin",1,"5 on 5","Shot","f",454,167,3,"",NA,NA,"Snapshot",0,0.0409621798690261
"5471","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Jin Hui Ahn",1,"5 on 4","Shot","f",441,168,32,"",NA,NA,"Snapshot",0,0.0469123839490535
"5498","2/18/2018","2018-02-18 - South Korea at Canada","Olympic (Men) - South Korea","Olympic (Men) - Canada","away","Eric Regan",1,"5 on 4","Shot","f",360,133,69,"",NA,NA,"Snapshot",0,0.0075355679808454
